SK_ID_CURR,TARGET
171202,0.037039614047115886
171203,0.17666534852534732
171204,0.11984501858031621
171205,0.09361617800546104
171206,0.17765611177862767
171207,0.0272615457815784
171208,0.09454627858851021
171209,0.03162616992519767
171210,0.10603097510602356
171211,0.11631315666791121
171212,0.08230282294379525
171213,0.12729607104541257
171214,0.12437526052806742
171215,0.01733925886836293
171216,0.2745286464676686
171217,0.03718468037942958
171218,0.18595106425564406
171219,0.02326033437862121
171220,0.045087871174632414
171221,0.02532015124328786
171222,0.025710162939759612
171223,0.02249286801100281
171224,0.03479934988890462
171225,0.0198175850031795
171226,0.048509774624525874
171227,0.048091208874158464
171228,0.17528679655000964
171229,0.03370915991127854
171230,0.05384127456575905
171231,0.1372183264469668
171232,0.20624371485853632
171233,0.016106525432465626
171234,0.1415058287689679
171235,0.0716702033166108
171236,0.08721626353757322
171237,0.053629674903219855
171238,0.3134315509068382
171239,0.11631402962067716
171240,0.23230857950918476
171241,0.016587237554812534
171242,0.011184447324487135
171243,0.018266357670389054
171244,0.17708930043169568
171245,0.2670963305091087
171246,0.0553268653064532
171247,0.2540664120942512
171248,0.32600770309205324
171249,0.04455183388321381
171250,0.09315084730554832
171251,0.01591224358358547
171252,0.019157716744583622
171253,0.6183643166405999
171254,0.36337412810709013
171255,0.08587687575515436
171256,0.030134640057118883
171257,0.021782544629810646
171258,0.1105671726133787
171259,0.07481025794232224
171260,0.016996915282024717
171261,0.019418190461184027
171262,0.043541080222946976
171263,0.0456714825960929
171264,0.015623103401689958
171265,0.026888700090057064
171266,0.01295477055305188
171267,0.03170217211778405
171268,0.0774030493984735
171269,0.13692782866598274
171270,0.021667906357276293
171271,0.024404957931294304
171272,0.04781595597103497
171273,0.23967136069176537
171274,0.02879230545246813
171275,0.0540015744466459
171276,0.3020631014838231
171277,0.1316456832914657
171278,0.07245272552255975
171279,0.04027843228950901
171280,0.16762433905822724
171281,0.035332340369349166
171282,0.037171158060678944
171283,0.02451375006825851
171284,0.162042906271165
171285,0.08251366375578273
171286,0.013520667606278873
171287,0.086668275574151
171288,0.0547290263845948
171289,0.023807042358794946
171290,0.11366154694785525
171291,0.07156382549694
171292,0.06046948079646757
171293,0.024923813484247746
171294,0.09228238419571898
171295,0.09310600352530528
171296,0.04638065237963222
171297,0.4838944519559726
171298,0.031118354977207646
171299,0.06415900198142531
171300,0.06320776993657463
171301,0.05691985958768733
171302,0.6052035617729348
171303,0.0783374763949453
171304,0.09348446426219541
171305,0.10225982054313221
171306,0.0315334941357037
171307,0.053476560633301
171308,0.03833916011328
171309,0.010085298187392733
171310,0.024939316522726816
171311,0.08790448772144976
171312,0.11405430470605032
171313,0.053879668640305405
171314,0.02620887324815264
171315,0.06493591664678429
171316,0.06511279870505775
171317,0.2767987968100446
171318,0.3032069772491422
171319,0.18010629036965448
171320,0.03235415996966028
171321,0.030748172087169526
171322,0.05188266360140099
171323,0.055233449366586446
171324,0.1187884419888745
171325,0.05727821445227054
171326,0.02816337241109009
171327,0.09888165421652935
171328,0.022830104042646862
171329,0.051477609923472445
171330,0.027096125971787722
171331,0.05719945840759946
171332,0.027249009781747685
171333,0.022976685434675917
171334,0.048492158250768476
171335,0.3897571466860281
171336,0.1601739951264748
171337,0.0596191319268314
171338,0.04320667237862717
171339,0.02909364173595449
171340,0.4619272267647968
171341,0.030152189590934284
171342,0.047988727113868264
171343,0.0295801753811524
171344,0.07700555989032648
171345,0.02141671542768258
171346,0.14282895141884755
171347,0.025242990150987313
171348,0.11133711071950847
171349,0.08331320575749578
171350,0.05353548390884068
171351,0.11416853317788539
171352,0.13447012174458714
171353,0.08847404173732112
171354,0.014302592787015282
171355,0.01489091080576105
171356,0.5623571724201448
171357,0.042297225820333115
171358,0.05122372099460192
171359,0.2670694117208482
171360,0.07200719177646589
171361,0.018454436049092984
171362,0.028789045166071454
171363,0.36439339361370804
171364,0.032185119382995106
171365,0.11354401146728826
171366,0.06141301773310127
171367,0.1821394308616077
171368,0.02391276567063561
171369,0.07686587222274067
171370,0.08664523204973129
171371,0.13982955458804103
171372,0.2448076942841067
171373,0.1123333129010257
171374,0.01262325107216671
171375,0.04108533236932124
171376,0.013096223259272028
171377,0.04260188487691657
171378,0.019078744869566473
171379,0.11846934412691906
171380,0.19560262634841163
171381,0.22457254785739408
171382,0.024294775668252937
171383,0.014260950406474545
171384,0.025689216904180186
171385,0.021357615058683874
171386,0.06547434118404782
171387,0.12952332548728668
171388,0.04204570946318056
171389,0.07871652942644006
171390,0.020255356128432718
171391,0.014789111788252773
171392,0.1071244305638058
171393,0.1564329451581507
171394,0.04130703802925461
171395,0.18703991897675723
171396,0.030937605196641422
171397,0.130985058027077
171398,0.05442710850288621
171399,0.13514040623672782
171400,0.022681331629557922
171401,0.030232615730570404
171402,0.02725868937815734
171403,0.07625223691575764
171404,0.048058173074499784
171405,0.025455897127457168
171406,0.027290478831973632
171407,0.03658425013368291
