SK_ID_CURR,TARGET
171202,0.03653716207931626
171203,0.1754317436158631
171204,0.11504182393969144
171205,0.0934247587092798
171206,0.17706469481012552
171207,0.02629866686741724
171208,0.09303394141081527
171209,0.03183286222927666
171210,0.10637210001954281
171211,0.1164384289275256
171212,0.08011034143633722
171213,0.12916080970775265
171214,0.11912974206975974
171215,0.019088681390956548
171216,0.26625983100025163
171217,0.037255374696012956
171218,0.16425201358674557
171219,0.02314229997577738
171220,0.042629328821706405
171221,0.025789221421343496
171222,0.026088533308871575
171223,0.023669923959046105
171224,0.033687164612048265
171225,0.018586907342354277
171226,0.049362345475201116
171227,0.04832584521122124
171228,0.17245312623044318
171229,0.03510344196917449
171230,0.052038860081310395
171231,0.1314451848339271
171232,0.21073150939827567
171233,0.016632076387336475
171234,0.14181753023463553
171235,0.07182907718380784
171236,0.08513732715789667
171237,0.05199498807513283
171238,0.3206590500663946
171239,0.11792873373186114
171240,0.24001004416128607
171241,0.016037071130667303
171242,0.010659360570344067
171243,0.018075861747163954
171244,0.1806790713521227
171245,0.282392558404583
171246,0.05421994482017257
171247,0.2412582426865489
171248,0.3361840935114567
171249,0.042486411946535435
171250,0.09050984090538404
171251,0.01748716204618783
171252,0.018880859088792046
171253,0.6413119989090776
171254,0.3465843822471062
171255,0.07921610642246035
171256,0.028900289960820513
171257,0.023566175145145994
171258,0.10929573649542429
171259,0.07323893271579629
171260,0.01801812510993303
171261,0.020263433621783827
171262,0.04333806869155592
171263,0.04662231942176466
171264,0.016743567706478668
171265,0.02691112775019733
171266,0.013252233574004573
171267,0.031399669152492524
171268,0.07583226989428923
171269,0.1313771138308597
171270,0.022221309464535214
171271,0.024692687588306818
171272,0.04630946270888097
171273,0.24006046739471382
171274,0.02784749445071628
171275,0.05464490675733648
171276,0.29877750371335077
171277,0.1306594431915286
171278,0.07140540946147736
171279,0.03959734603402393
171280,0.1644913295935371
171281,0.03690691519839578
171282,0.03814686749875319
171283,0.02533299586614814
171284,0.14163042225163475
171285,0.08437191625519977
171286,0.014596735554450482
171287,0.08690456827647097
171288,0.053198514188693244
171289,0.025043346684162127
171290,0.1168616358573891
171291,0.07336521814789031
171292,0.059102792255005726
171293,0.025085744937370424
171294,0.08928134469237604
171295,0.09767587680098191
171296,0.0465432152953022
171297,0.48270851746849497
171298,0.031542862420115
171299,0.06516918376048471
171300,0.061689776825667585
171301,0.06466202474127644
171302,0.6461411793967371
171303,0.07377453382428448
171304,0.09826454809141377
171305,0.10639128782002277
171306,0.03246805533753857
171307,0.0523037078850027
171308,0.03799112972442506
171309,0.010977960470072204
171310,0.024999448501722074
171311,0.08175831901760905
171312,0.11303540776486844
171313,0.054736174755704574
171314,0.026667238995549757
171315,0.06279797322610617
171316,0.06669168877647587
171317,0.2557545916358476
171318,0.2849812007956287
171319,0.1805874200198743
171320,0.03172821504503258
171321,0.03121637431168745
171322,0.050416905659617144
171323,0.05707576996562108
171324,0.14471828775482365
171325,0.057724301748032836
171326,0.027934221335627167
171327,0.0999905990975622
171328,0.02255639142441078
171329,0.051445848633628645
171330,0.026989211553574338
171331,0.05712615610185005
171332,0.028948204291067956
171333,0.021934926447254893
